prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-D0-05,97521663,-972,16104,-2702,-79,83,294
FF-0F-D1-05,97587199,-1210,16046,-2504,-79,83,294
FF-0F-D2-05,97652735,-1226,16036,-2438,-84,261,357
FF-0F-D3-05,97718271,-834,16018,-2710,-84,261,357
FF-0F-D4-05,97783807,-916,15692,-2412,-48,219,375
FF-0F-D5-05,97849343,-748,15836,-2422,-48,219,375
FF-0F-D6-05,97914879,-210,15706,-3012,-24,23,342
FF-0F-D7-05,97980415,-324,15962,-2610,-24,23,342
FF-0F-D8-05,98045951,-450,16112,-2706,-32,-49,157
FF-0F-D9-05,98111487,-946,16060,-2414,-32,-49,157
FF-0F-DA-05,98177023,-934,16190,-2744,-30,13,-2
FF-0F-DB-05,98242559,-916,16296,-3046,-30,13,-2
FF-0F-DC-05,98308095,-1342,16408,-2858,-27,61,62
FF-0F-DD-05,98373631,-1324,16622,-2654,-27,61,62
FF-0F-DE-05,98439167,-1084,16630,-2230,-68,156,323
FF-0F-DF-05,98504703,-698,16476,-2038,-68,156,323
FF-0F-E0-05,98570239,-482,16344,-2238,-64,102,651
FF-0F-E1-05,98635775,-304,16354,-2538,-64,102,651
FF-0F-E2-05,98701311,-148,16252,-2500,-14,145,770
FF-0F-E3-05,98766847,-166,16104,-2370,-14,145,770
FF-0F-E4-05,98832383,424,15638,-2910,3,69,858
FF-0F-E5-05,98897919,666,15382,-2744,3,69,858
FF-0F-E6-05,98963455,1150,15454,-3044,-1,-45,759
FF-0F-E7-05,99028991,1366,15356,-3096,-1,-45,759
FF-0F-E8-05,99094527,914,15752,-2596,-22,44,423
FF-0F-E9-05,99160063,1102,16246,-2388,-22,44,423
FF-0F-EA-05,99225599,676,16044,-2370,-36,10,167
FF-0F-EB-05,99291135,674,16224,-2364,-36,10,167
FF-0F-EC-05,99356671,910,16014,-2866,-33,-71,105
FF-0F-ED-05,99422207,876,15998,-2502,-33,-71,105
FF-0F-EE-05,99487743,782,16268,-2502,-33,-71,105
FF-0F-EF-05,99553279,680,16126,-2546,-23,57,59
FF-0F-F0-05,99618815,992,16028,-2532,-23,57,59
