prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-22-00,2232319,-1172,-1374,16722,-25,-3,-10
FF-0F-23-00,2297855,-1152,-1240,16770,-25,-3,-10
FF-0F-24-00,2363391,-1140,-1184,16570,-24,-3,-11
FF-0F-25-00,2428927,-1192,-1244,16638,-24,-3,-11
FF-0F-26-00,2494463,-1224,-1216,16800,-24,-1,-9
FF-0F-27-00,2559999,-1172,-1294,16712,-24,-1,-9
FF-0F-28-00,2625535,-1166,-1198,16642,-25,-4,-10
FF-0F-29-00,2691071,-1138,-1300,16666,-25,-4,-10
FF-0F-2A-00,2756607,-1178,-1190,16664,-25,-4,-10
FF-0F-2B-00,2822143,-1158,-1288,16736,-25,-2,-12
FF-0F-2C-00,2887679,-1158,-1184,16640,-25,-2,-12
FF-0F-2D-00,2953215,-1190,-1298,16668,-24,-3,-11
FF-0F-2E-00,3018751,-1176,-1128,16678,-24,-3,-11
FF-0F-2F-00,3084287,-1196,-1276,16666,-23,-2,-11
FF-0F-30-00,3149823,-1190,-1168,16654,-23,-2,-11
